address,项目ID,lat_分析,lon_分析,分享截图,屋顶检测,问题截图,整体效果,问题截图,问题分类,A截图,B截图,C截图,面板铺设,问题截图,电池墙,问题截图,掩码分割,问题截图,标注区域,备注信息,标注人,备注,,,,,,,,
"13 Brocklebank St, Box Hill NSW 2765澳大利亚",7736,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"7 Brocklebank St, Box Hill NSW 2765澳大利亚",7753,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"5 Brocklebank St, Box Hill NSW 2765澳大利亚",7760,-33.6518079,150.8781287,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"5 Brocklebank St, Box Hill NSW 2765澳大利亚",7766,-33.6518079,50.8781287,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"3 Brocklebank St, Box Hill NSW 2765澳大利亚",7773,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"1 Brocklebank St, Box Hill NSW 2765澳大利亚",7776,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28 The Valley Ave, Gungahlin ACT 2912澳大利亚",8215,-35.1867187,149.1251858,,合理,,已解决,,旧流程,,,,合理,,合理,,效果差,,"Gungahlin ACT 2912, Australia",,王春丽,,,,,,,,,
"48 The Valley Ave, Gungahlin ACT 2912澳大利亚",8218,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"57 Delma View, Gungahlin ACT 2912澳大利亚",8223,-35.1875847,149.1303053,,合理,,已解决,,旧流程,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"40 Strayleaf Cres, Gungahlin ACT 2912澳大利亚",8227,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"29 Strayleaf Cres, Gungahlin ACT 2912澳大利亚",8229,-35.1752322,149.1381273,,合理,,已解决,,旧流程,,,,,,合理,,合理,,,,,,,,,,,,,
"23 Strayleaf Cres, Gungahlin ACT 2912澳大利亚",8231,-35.1756951,149.1385175,,合理,,有问题,,方案兜底,,,,,,,,,,,,,,,,,,,,,
"3 Kettle St, Gungahlin ACT 2912澳大利亚",8234,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"16 Evadell St, Gungahlin ACT 2912澳大利亚",8236,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"6 Evadell St, Gungahlin ACT 2912澳大利亚",8237,-35.1765577,149.1377093,,合理,,已解决,,旧流程,,,,,,合理,,效果差,,,,,,,,,,,,,
"27 Evadell St, Gungahlin ACT 2912澳大利亚",8239,-35.1753119,149.1361746,,合理,,已解决,,旧流程,,,,合理,,合理,,合理,,,,,,,,,,,,,
"8 Chidley St, Gungahlin ACT 2912澳大利亚",8240,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"59a Maria Smith Ln, Gungahlin ACT 2912澳大利亚",8244,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"22 Maria Smith Ln, Gungahlin ACT 2912澳大利亚",8246,-35.1770625,149.1346607,,合理,,可接受,,,,,,合理,,可接受,,合理,,,,,,,,,,,,,
"47 Maria Smith Ln, Gungahlin ACT 2912澳大利亚",8248,-35.1774405,149.135248,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"18 Frances Burke St, Gungahlin ACT 2912澳大利亚",8250,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"20 Frances Burke St, Gungahlin ACT 2912澳大利亚",8253,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"31 Helen Turner St, Gungahlin ACT 2912澳大利亚",8257,,,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"4 Phyllis Ashton Cct, Gungahlin ACT 2912澳大利亚",8261,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"16 Wunderlich St, Gungahlin ACT 2912澳大利亚",8269,-35.179737,149.1315399,,合理,,,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"43 Hollingsworth St, Gungahlin ACT 2912澳大利亚",8273,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"38 Bembrick St, Gungahlin ACT 2912澳大利亚",8275,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"31 Inglewood St, Gungahlin ACT 2912澳大利亚",8277,-35.1775699,149.1392648,,合理,,有问题,,服务错误,,,,,,,,,,,,,,,,,,,,,
"27 John Winter St, Gungahlin ACT 2912澳大利亚",8285,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"3 Inglewood St, Gungahlin ACT 2912澳大利亚",8293,-35.1795163,149.1387083,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"18 Bembrick St, Gungahlin ACT 2912澳大利亚",8299,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"23 Inglewood St, Gungahlin ACT 2912澳大利亚",8303,-35.1780783,149.1391117,,合理,,有问题,,服务错误,,,,,,,,,,,,,,,,,,,,,
"22 Bondfield St, Gungahlin ACT 2912澳大利亚",8307,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"27 Bembrick St, Gungahlin ACT 2912澳大利亚",8311,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"17 Bondfield St, Gungahlin ACT 2912澳大利亚",8312,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"26 Nellie Hamilton Ave, Gungahlin ACT 2912澳大利亚",8313,-35.1781703,149.1370935,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"13 Bondfield St, Gungahlin ACT 2912澳大利亚",8315,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"5 Bondfield St, Gungahlin ACT 2912澳大利亚",8316,-35.1791257,149.1372321,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"10 Resch Ln, Gungahlin ACT 2912澳大利亚",8318,-35.1795118,149.13581,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"10 Farmer Pl, Gungahlin ACT 2912澳大利亚",8320,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"4 Farmer Pl, Gungahlin ACT 2912澳大利亚",8323,-35.1842251,149.153472,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"64 Alice Cummins St, Gungahlin ACT 2912澳大利亚",8329,-35.1840251,149.1528088,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"21 Ansett St, Gungahlin ACT 2912澳大利亚",8330,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"14 Sarson St, Gungahlin ACT 2912澳大利亚",8332,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"12 Sarson St, Gungahlin ACT 2912澳大利亚",8333,-35.1840515,149.1514969,,合理,,可接受,,,,,,效果差,,合理,,合理,,,,,,,,,,,,,
"11 Sarson St, Gungahlin ACT 2912澳大利亚",8335,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"17 Sarson St, Gungahlin ACT 2912澳大利亚",8336,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"21 Sarson St, Gungahlin ACT 2912澳大利亚",8339,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"21 Rosanna St, Gungahlin ACT 2912澳大利亚",8344,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"27 Rosanna St, Gungahlin ACT 2912澳大利亚",8345,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"24 McClung St, Gungahlin ACT 2912澳大利亚",8347,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"16 McClung St, Gungahlin ACT 2912澳大利亚",8350,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"12 Tsoulias St, Gungahlin ACT 2912澳大利亚",8357,-35.1833151,149.1476404,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"26 Elliman St, Gungahlin ACT 2912澳大利亚",8360,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"22 Elliman St, Gungahlin ACT 2912澳大利亚",8362,-35.1828338,149.146507,,合理,,已解决,,服务错误,,,,,,,,,,,,,,,,,,,,,
"18 Elliman St, Gungahlin ACT 2912澳大利亚",8364,-35.1830933,149.1464449,,合理,,可接受,,,,,,孤立面板,,可接受,,合理,,,,,,,,,,,,,
"22 Eva West St, Gungahlin ACT 2912澳大利亚",8366,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"20 Penfold St, Gungahlin ACT 2912澳大利亚",8371,-35.182175,149.1437931,,合理,,可接受,,,,,,孤立面板,,可接受,,合理,,,,,,,,,,,,,
"22 Penfold St, Gungahlin ACT 2912澳大利亚",,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"28 Penfold St, Gungahlin ACT 2912澳大利亚",,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"30 Ian Potter Cres, Gungahlin ACT 2912澳大利亚",8380,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"28 Marie Dalley St, Gungahlin ACT 2912澳大利亚",8382,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"30 Tesselaar St, Gungahlin ACT 2912澳大利亚",8398,-35.1816117,149.1406885,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"25 Marie Dalley St, Gungahlin ACT 2912澳大利亚",8401,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"27 Tesselaar St, Gungahlin ACT 2912澳大利亚",8403,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"17 Pallin St, Gungahlin ACT 2912澳大利亚",8407,-35.1812028,149.1390781,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"374 Gundaroo Dr, Gungahlin ACT 2912澳大利亚",8409,-35.1811908,149.1385991,,合理,,可接受,,,,,,孤立面板,,合理,,效果差,,,,,,,,,,,,,
"24 Swain St, Gungahlin ACT 2912澳大利亚",8415,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"34 Swain St, Gungahlin ACT 2912澳大利亚",8417,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"58 Swain St, Gungahlin ACT 2912澳大利亚",8419,-35.1810153,149.1352043,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"324 Grocott Ln, Gungahlin ACT 2912澳大利亚",8422,-35.1808034,149.1347909,,合理,,可接受,,,,,,数量很少,,合理,,合理,,,,,,,,,,,,,
"64 Swain St, Gungahlin ACT 2912澳大利亚",8424,-35.1809837,149.1348071,,合理,,有问题,,服务错误,,,,,,,,,,,,,,,,,,,,,
"104 Gozzard St, Gungahlin ACT 2912澳大利亚",8430,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"100 Gozzard St, Gungahlin ACT 2912澳大利亚",8431,-35.1807892,149.1336421,,合理,,有问题,,服务错误,,,,,,,,,,,,,,,,,,,,,
"26 Sarre St, Gungahlin ACT 2912澳大利亚",8436,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"10 Pallin St, Gungahlin ACT 2912澳大利亚",8438,-35.1821266,149.1394946,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"1 Swain St, Gungahlin ACT 2912澳大利亚",8439,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"10 Tesselaar St, Gungahlin ACT 2912澳大利亚",8443,-35.1828703,149.1404048,,合理,,有问题,,模型旋转,,,,,,合理,,合理,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Abberton St, Aveley WA 6069澳大利亚",8216,,,,合理,,可接受,,,,,,可接受,,合理,,效果差,,"Aveley WA 6069, Australia",,,,,,,,,,,
"14 Abberton St, Aveley WA 6069澳大利亚",8220,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"16 Abberton St, Aveley WA 6069澳大利亚",8225,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"58 Pitsford Chase, Aveley WA 6069澳大利亚",8230,-31.7844795,115.9966027,,合理,,可接受,,,,,,,,合理,,效果差,,,,,,,,,,,,,
"56 Pitsford Chase, Aveley WA 6069澳大利亚",8232,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"39 Buttermere Grange, Aveley WA 6069澳大利亚",8235,-31.7848456,115.9965434,,合理,,有问题,,服务错误,,,,,,合理,,合理,,,,,,,,,,,,,
"41 Buttermere Grange, Aveley WA 6069澳大利亚",8238,-31.7848122,115.9967427,,合理,,有问题,,缩放问题,,,,孤立面板,,合理,,效果差,,,,,,,,,,,,,
"6 Rockland St, Aveley WA 6069澳大利亚",8241,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"8 Rockland St, Aveley WA 6069澳大利亚",8243,,,,合理,,可接受,,,,,,,,可接受,,合理,,,,,,,,,,,,,
"47 Buttermere Grange, Aveley WA 6069澳大利亚",8252,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"45 Buttermere Grange, Aveley WA 6069澳大利亚",8247,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"51 Buttermere Grange, Aveley WA 6069澳大利亚",8254,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"53 Buttermere Grange, Aveley WA 6069澳大利亚",8258,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"9 Thornton St, Aveley WA 6069澳大利亚",8272,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"19 Rockland St, Aveley WA 6069澳大利亚",8276,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"17 Thornton St, Aveley WA 6069澳大利亚",8278,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"12 Swinburn Wy, Aveley WA 6069澳大利亚",8282,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"6 Swinburn Wy, Aveley WA 6069澳大利亚",8286,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"10 Swinburn Wy, Aveley WA 6069澳大利亚",8287,-31.7839095,115.9972119,,合理,,有问题,,服务错误,,,,,,合理,,合理,,,,,,,,,,,,,
"4 Swinburn Wy, Aveley WA 6069澳大利亚",8291,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"3 Rockland St, Aveley WA 6069澳大利亚",8294,-31.7841645,115.9967884,,合理,,可接受,,,,,,位置错误,,合理,,合理,,,,,,,,,,,,,
"64 Pitsford Chase, Aveley WA 6069澳大利亚",8304,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"70 Pitsford Chase, Aveley WA 6069澳大利亚",8310,-31.7838358,115.99656,,合理,,可接受,,,,,,合理,,合理,,效果差,,,,,,,,,,,,,
"66 Rivington Entrance, Aveley WA 6069澳大利亚",8317,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"4 Abberton St, Aveley WA 6069澳大利亚",8321,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"62 Rivington Entrance, Aveley WA 6069澳大利亚",8325,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"60 Rivington Entrance, Aveley WA 6069澳大利亚",8328,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"58 Rivington Entrance, Aveley WA 6069澳大利亚",8331,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"12 Abberton St, Aveley WA 6069澳大利亚",8334,-31.7887568,115.9962747,,合理,,可接受,,,,,,可接受,,合理,,效果差,,,,,,,,,,,,,
"14 Gailey Wy, Aveley WA 6069澳大利亚",8338,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"12 Gailey Wy, Aveley WA 6069澳大利亚",8343,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"10 Gailey Wy, Aveley WA 6069澳大利亚",8346,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"6 Semerwater Cres, Aveley WA 6069澳大利亚",8348,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"8 Semerwater Cres, Aveley WA 6069澳大利亚",8349,,,,合理,,合理,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"12 Semerwater Cres, Aveley WA 6069澳大利亚",8355,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"14 Semerwater Cres, Aveley WA 6069澳大利亚",8358,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"18 Semerwater Cres, Aveley WA 6069澳大利亚",8434,,,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"22 Semerwater Cres, Aveley WA 6069澳大利亚",8367,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"26 Semerwater Cres, Aveley WA 6069澳大利亚",8372,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"28 Semerwater Cres, Aveley WA 6069澳大利亚",8375,-31.7896981,116.00019,,合理,,可接受,,,,,,孤立面板,,合理,,合理,,,,,,,,,,,,,
"32 Semerwater Cres, Aveley WA 6069澳大利亚",8383,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"19 Petula Ct, Aveley WA 6069澳大利亚",8399,-31.7751207,115.9894122,,合理,,可接受,,,,,,,,合理,,效果差,,,,,,,,,,,,,
"11 Petula Ct, Aveley WA 6069澳大利亚",8404,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"2 Torres Parade, Aveley WA 6069澳大利亚",8405,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"15 Torres Parade, Aveley WA 6069澳大利亚",8406,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"17 Torres Parade, Aveley WA 6069澳大利亚",8408,-31.7761292,115.9863468,,合理,,可接受,,,,,,,,可接受,,效果差,,,,,,,,,,,,,
"7 Aleaha Brace, Aveley WA 6069澳大利亚",8410,,,,合理,,可接受,,,,,,合理,,合理,,合理,,,,,,,,,,,,,
"7 Beaumonde Grange, Aveley WA 6069澳大利亚",8414,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"55 Cochrane Loop, Aveley WA 6069澳大利亚",8420,,,,合理,,可接受,,,,,,可接受,,合理,,合理,,,,,,,,,,,,,
"4 Tapioca Dr, Aveley WA 6069澳大利亚",8426,,,,合理,,可接受,,,,,,,,合理,,合理,,,,,,,,,,,,,
"12 Tapioca Dr, Aveley WA 6069澳大利亚",8429,-31.7741979,115.98512,,合理,,可接受,,,,,,,,合理,,效果差,,,,,,,,,,,,,
"69 Hancock Ave, Aveley WA 6069澳大利亚",8432,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"73 Hancock Ave, Aveley WA 6069澳大利亚",8435,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"71 Hancock Ave, Aveley WA 6069澳大利亚",8437,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"17 Waskerly Pl, Aveley WA 6069澳大利亚",8440,-31.7843312,115.992574,,合理,,可接受,,,,,,,,合理,,效果差,,,,,,,,,,,,,
"9 Waskerly Pl, Aveley WA 6069澳大利亚",8442,,,,合理,,合理,,,,,,,,合理,,合理,,,,,,,,,,,,,
"7 Waskerly Pl, Aveley WA 6069澳大利亚",8445,-31.7837616,115.992581,,合理,,可接受,,,,,,,,合理,,效果差,,,,,,,,,,,,,
